Ticker,Composite_Grade,Valuation_Rank,Quality_Rank,Floor Tier,Status,Close Price,FCF_Yield,EV_EBITDA,NetDebt_EBITDA,Op_Margin,ROA,Sector
NVO,89.3,95.5,83.1,🟢 Strong Green (< -60),Live Strong Dot (Today),38.8,0.21983413723051137,1.537,0.55,0.42540002,0.18729,Healthcare
ALL,80.8,95.5,66.2,🟢 Strong Green (< -60),Live Strong Dot (Today),227.6,0.26339706647664607,3.582,0.1,0.22827,0.086780004,Financial Services
PRG,78.9,96.1,61.7,🟢 Strong Green (< -60),Live Strong Dot (Today),32.68,1.17993278734854,4.654,1.77,0.16605,0.15037,Industrials
VSNT,78.2,98.1,58.4,🟢 Strong Green (< -60),Live Strong Dot (Today),32.8,0.433701222903763,2.949,0.79,0.22323999,0.05811,Communication Services
ADT,76.0,93.5,58.4,🟢 Strong Green (< -60),Live Strong Dot (Today),6.4,0.25611337111479854,4.609,2.87,0.24072,0.051799998,Industrials
BKNG,75.3,75.3,75.3,🟢 Strong Green (< -60),Live Strong Dot (Today),163.95,0.06271571202482508,12.187,0.36,0.34412,0.2038,Consumer Cyclical
YELP,74.6,93.5,55.8,🟢 Strong Green (< -60),Live Strong Dot (Today),18.03,0.29001679849912476,4.882,0.14,0.12666,0.114259996,Communication Services
LVS,74.0,85.1,63.0,🟢 Strong Green (< -60),Live Strong Dot (Today),38.99,0.08762518559943804,8.079,2.57,0.19658001,0.09549,Consumer Cyclical
HAS,71.8,76.0,67.5,🟢 Strong Green (< -60),Live Strong Dot (Today),88.09,0.05538606021969925,11.498,1.92,0.22157,0.13079001,Consumer Cyclical
LRN,71.8,83.8,59.7,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),80.04,0.0688732502399112,5.53,0.0,0.15981,0.11914,Consumer Defensive
UPBD,70.2,94.8,45.5,🟢 Strong Green (< -60),Live Strong Dot (Today),16.09,1.6717490508694408,5.32,3.36,0.06047,0.06822,Technology
TMUS,70.1,79.2,61.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),165.35,0.0638820406296332,8.584,3.42,0.2522,0.05973,Communication Services
OMC,67.6,87.0,48.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),74.7,0.2039411273572795,8.132,2.2,0.15384,0.05092,Communication Services
EEFT,66.0,89.0,42.9,🟢 Strong Green (< -60),Live Strong Dot (Today),65.61,0.12698905804874605,4.703,0.95,0.12369,0.04839,Technology
FCN,65.3,81.2,49.4,🟢 Strong Green (< -60),Live Strong Dot (Today),134.29,0.07814033997845378,10.75,2.46,0.092250004,0.06876,Industrials
ALSN,64.6,68.8,60.4,🟢 Strong Green (< -60),Live Strong Dot (Today),113.86,0.02244123345888376,11.137,3.2,0.19093001,0.084580004,Consumer Cyclical
VC,64.0,85.1,42.9,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),89.85,0.08411430837011877,5.755,0.0,0.07813,0.05415,Consumer Cyclical
