Ticker,Composite_Grade,Valuation_Rank,Quality_Rank,Floor Tier,Status,Close Price,FCF_Yield,EV_EBITDA,NetDebt_EBITDA,Op_Margin,ROA,Sector
ZTS,83.0,66.0,100.0,🟢🟢 Deep Floor,Confirmed (Previous),77.1,0.06836322516815697,9.12,1.86,0.40721,0.15352,Healthcare
VRRM,80.0,86.0,74.0,🟢🟢 Deep Floor,Confirmed (Previous),4.43,0.08183279052137174,4.357,2.88,0.27168,0.09162,Technology
LULU,77.5,89.0,66.0,🟢🟢 Deep Floor,Confirmed (Previous),120.26,0.10579329965471843,4.869,0.32,0.13212,0.14401,Consumer Cyclical
CTSH,76.0,82.0,70.0,🟢 Oversold Floor,Confirmed (Previous),64.58,0.08215263462260637,6.94,0.26,0.17479,0.10735,Technology
ACN,76.0,83.0,69.0,🟢🟢 Deep Floor,Confirmed (Previous),189.76,0.10897325465179432,8.558,0.0,0.16964,0.10903,Technology
ADT,75.0,95.0,55.0,⚪ Standard (< 0),Confirmed (Previous),7.33,0.23755445040626474,4.745,2.87,0.24072,0.051799998,Industrials
VNT,70.0,78.0,62.0,⚪ Standard (< 0),Confirmed (Previous),32.19,0.08198950156985871,8.454,2.38,0.19387,0.0863,Technology
G,67.0,81.0,53.0,🟢 Oversold Floor,Confirmed (Previous),37.78,0.08357230022524025,7.543,1.02,0.15016,0.091759995,Technology
EPAC,65.5,50.0,81.0,🟢 Oversold Floor,Confirmed (Previous),37.32,0.056493827604854344,12.073,0.44,0.2469,0.10475001,Industrials
INTU,65.0,61.0,69.0,🟢🟢 Deep Floor,Confirmed (Previous),359.3,0.07841727113327909,12.008,0.18,0.17638999,0.1047,Technology
BR,65.0,55.0,75.0,🟢 Oversold Floor,Confirmed (Previous),181.26,0.06421912908910436,12.005,1.72,0.24609,0.09295,Technology
SONY,65.0,99.0,31.0,⚪ Standard (< 0),Confirmed (Previous),24.56,24.438843118084772,0.117,0.0,0.16721001,0.042529996,Technology
CMCSA,64.5,93.0,36.0,🟢 Oversold Floor,Confirmed (Previous),26.62,0.15735134945271276,4.802,2.43,0.17233999,0.043080002,Communication Services
INFY,64.5,44.0,85.0,🟢🟢 Deep Floor,Confirmed (Previous),12.06,0.07223378141790086,19.074,0.0,0.21173,0.15297,Technology
ADSK,63.5,39.0,88.0,⚪ Standard (< 0),Confirmed (Previous),258.53,0.06963657856696476,19.638,0.0,0.29228002,0.11472999,Technology
EPAM,62.5,87.0,38.0,🟢🟢 Deep Floor,Confirmed (Previous),117.83,0.11055354294088088,6.961,0.0,0.10936,0.08453,Technology
INGR,60.0,79.0,41.0,🟢🟢 Deep Floor,Confirmed (Previous),103.46,0.07449473716698302,6.039,0.72,0.12595001,0.07334,Consumer Defensive
BEKE,59.0,99.0,19.0,⚪ Standard (< 0),Confirmed (Previous),17.19,0.24248356431115398,-2.461,0.0,0.12332,0.02567,Real Estate
BAH,58.0,75.0,41.0,🟢 Oversold Floor,Confirmed (Previous),75.65,0.09286313765389913,10.271,2.88,0.09964,0.09193,Industrials
CPRT,58.0,33.0,83.0,🟢🟢 Deep Floor,Confirmed (Previous),32.99,0.03265196843341346,12.094,0.0,0.32011002,0.10268,Industrials
OTIS,57.0,46.0,68.0,🟢🟢 Deep Floor,Confirmed (Previous),71.13,0.05506362306068452,13.034,3.04,0.15133001,0.14249,Industrials
RMD,56.0,21.0,91.0,⚪ Standard (< 0),Confirmed (Previous),240.1,0.028939726712271414,15.179,0.0,0.30857,0.14002,Healthcare
SNY,56.0,65.0,47.0,🟢 Oversold Floor,Confirmed (Previous),44.36,0.06188357037823605,8.814,1.27,0.21033001,0.05093,Healthcare
LDOS,55.5,68.0,43.0,⚪ Standard (< 0),Live (Unfinished),127.69,0.07155628306419738,9.197,2.45,0.11715999,0.089099996,Technology
META,55.5,15.0,96.0,⚪ Standard (< 0),Live (Unfinished),665.75,0.012708488784702928,15.668,0.2,0.34827,0.14591,Communication Services
DOCS,55.0,31.0,79.0,⚪ Standard (< 0),Confirmed (Previous),26.71,0.0515048847346089,19.078,0.0,0.21539,0.10949001,Healthcare
JKHY,52.5,23.0,82.0,⚪ Standard (< 0),Confirmed (Previous),167.3,0.0324422743437902,15.555,0.09,0.22503,0.12989001,Technology
UHS,51.0,64.0,38.0,⚪ Standard (< 0),Confirmed (Previous),170.13,0.047853009564845686,5.808,1.9,0.1114,0.08321,Healthcare
MZTI,50.5,54.0,47.0,🟢🟢 Deep Floor,Confirmed (Previous),111.58,0.04869414473858381,9.684,0.75,0.10899,0.10298,Consumer Defensive
OLED,49.5,30.0,69.0,🟢🟢 Deep Floor,Confirmed (Previous),82.64,0.031072745218355166,12.23,0.0,0.35257998,0.06767,Technology
SAP,47.5,16.0,79.0,⚪ Standard (< 0),Confirmed (Previous),220.89,0.037603708831611946,289.431,0.0,0.2762,0.0954,Technology
BSX,46.0,34.0,58.0,🟢🟢 Deep Floor,Confirmed (Previous),48.3,0.03902866415766353,13.156,2.12,0.22895999,0.06191,Healthcare
STE,45.0,36.0,54.0,⚪ Standard (< 0),Confirmed (Previous),231.93,0.03996026340691437,13.147,0.95,0.19153,0.06797,Healthcare
GEHC,44.0,55.0,33.0,⚪ Standard (< 0),Confirmed (Previous),71.23,0.05430816705277044,10.485,2.36,0.14976,0.05131,Healthcare
OPCH,41.5,60.0,23.0,⚪ Standard (< 0),Confirmed (Previous),23.45,0.07035254196542161,11.63,2.64,0.05903,0.061690003,Healthcare
WMG,41.0,32.0,50.0,⚪ Standard (< 0),Live (Unfinished),28.02,0.02607873410646919,11.478,2.57,0.16738,0.07651,Communication Services
PEGA,40.0,47.0,33.0,⚪ Standard (< 0),Live (Unfinished),35.05,0.08805403870427522,26.097,0.0,0.046040002,0.0907,Technology
DIS,39.5,35.0,44.0,⚪ Standard (< 0),Confirmed (Previous),107.55,0.02741653888154874,10.731,1.95,0.19301,0.048070002,Communication Services
DLB,38.0,45.0,31.0,🟢🟢 Deep Floor,Confirmed (Previous),61.56,0.06145289600618647,13.496,0.0,0.12548,0.05152,Industrials
KAI,37.5,27.0,48.0,⚪ Standard (< 0),Confirmed (Previous),299.14,0.03371576531859214,14.648,1.56,0.16839,0.06787,Industrials
ALG,37.0,49.0,25.0,⚪ Standard (< 0),Live (Unfinished),166.65,0.04503532431635063,10.299,0.41,0.10153,0.05638,Industrials
TSCO,33.5,27.0,40.0,🟢🟢 Deep Floor,Confirmed (Previous),34.9,0.00614769914021032,11.958,3.27,0.120740004,0.07824,Consumer Cyclical
TRMB,32.5,32.0,33.0,⚪ Standard (< 0),Live (Unfinished),57.56,0.05112379339752067,16.665,1.41,0.15134,0.04804,Technology
UFPI,27.5,42.0,13.0,🟢 Oversold Floor,Confirmed (Previous),84.16,0.02698493257131633,8.683,0.0,0.05508,0.04756,Basic Materials
LNN,25.5,30.0,21.0,⚪ Standard (< 0),Live (Unfinished),115.13,0.035328077961522715,13.691,0.0,0.115159996,0.04664,Industrials
CHWY,24.5,30.0,19.0,🟢 Oversold Floor,Confirmed (Previous),23.8,0.054185457731401994,20.436,1.27,0.024619998,0.06079,Consumer Cyclical
GWRE,20.0,11.0,29.0,⚪ Standard (< 0),Confirmed (Previous),204.75,0.028994995213546787,72.011,0.0,0.15159,0.03536,Technology
CSGP,12.5,17.0,8.0,🟢🟢 Deep Floor,Confirmed (Previous),32.07,0.03501256055545787,29.668,0.0,0.082159996,0.00466,Real Estate
