Ticker,Composite_Grade,Valuation_Rank,Quality_Rank,Floor Tier,Status,Close Price,FCF_Yield,EV_EBITDA,NetDebt_EBITDA,Op_Margin,ROA,Sector
ZTS,81.8,63.5,100.0,🟢🟢 Deep Floor,Confirmed (Previous),77.1,0.0664732970062007,9.327,1.86,0.40721,0.15352,Healthcare
VRRM,81.8,88.5,75.0,🟢🟢 Deep Floor,Confirmed (Previous),4.43,0.08044579291692702,4.382,2.88,0.27168,0.09162,Technology
LULU,78.8,91.3,66.3,🟢🟢 Deep Floor,Confirmed (Previous),120.26,0.10545990342724765,4.884,0.32,0.13212,0.14401,Consumer Cyclical
ADT,75.0,95.2,54.8,⚪ Standard (< 0),Confirmed (Previous),7.33,0.23086276881139323,4.799,2.87,0.24072,0.051799998,Industrials
CTSH,74.5,78.8,70.2,🟢 Oversold Floor,Confirmed (Previous),64.58,0.07772563694754901,7.321,0.26,0.17479,0.10735,Technology
ACN,74.0,78.8,69.2,🟢🟢 Deep Floor,Confirmed (Previous),189.76,0.10214974459699928,9.131,0.0,0.16964,0.10903,Technology
VNT,70.2,77.9,62.5,⚪ Standard (< 0),Confirmed (Previous),32.19,0.0800744544168702,8.599,2.38,0.19387,0.0863,Technology
EPAC,65.9,51.0,80.8,🟢 Oversold Floor,Confirmed (Previous),37.32,0.05775142213191491,11.82,0.44,0.2469,0.10475001,Industrials
G,65.8,77.9,53.8,🟢 Oversold Floor,Confirmed (Previous),37.78,0.07956380982128261,7.872,1.02,0.15016,0.091759995,Technology
SONY,65.4,99.0,31.7,⚪ Standard (< 0),Confirmed (Previous),24.56,23.96886415424121,0.119,0.0,0.16721001,0.042529996,Technology
CMCSA,64.4,92.3,36.5,🟢 Oversold Floor,Confirmed (Previous),26.62,0.1465262059721508,4.977,2.43,0.17233999,0.043080002,Communication Services
ADSK,63.5,38.5,88.5,⚪ Standard (< 0),Confirmed (Previous),258.53,0.06670046363101398,20.511,0.0,0.29228002,0.11472999,Technology
BR,63.0,51.0,75.0,🟢 Oversold Floor,Confirmed (Previous),181.26,0.061533429869899826,12.454,1.72,0.24609,0.09295,Technology
INFY,62.5,40.4,84.6,🟢🟢 Deep Floor,Confirmed (Previous),12.06,0.06904400024906872,19.977,0.0,0.21173,0.15297,Technology
INTU,62.0,54.8,69.2,🟢🟢 Deep Floor,Confirmed (Previous),359.3,0.07220619686168575,13.026,0.18,0.17638999,0.1047,Technology
EPAM,61.1,83.7,38.5,🟢🟢 Deep Floor,Confirmed (Previous),117.83,0.10204116092183828,7.613,0.0,0.10936,0.08453,Technology
TMUS,61.0,62.5,59.6,🟢 Oversold Floor,Live (Unfinished),180.47,0.058558237175694895,9.054,3.42,0.2522,0.05973,Communication Services
INGR,60.6,78.8,42.3,🟢🟢 Deep Floor,Confirmed (Previous),103.46,0.07318636082996507,6.134,0.72,0.12595001,0.07334,Consumer Defensive
BEKE,59.1,99.0,19.2,⚪ Standard (< 0),Confirmed (Previous),17.19,0.24344838939178348,-2.474,0.0,0.12332,0.02567,Real Estate
SNY,57.2,67.3,47.1,🟢 Oversold Floor,Confirmed (Previous),44.36,0.06200032793404615,8.8,1.27,0.21033001,0.05093,Healthcare
CPRT,56.8,29.8,83.7,🟢🟢 Deep Floor,Confirmed (Previous),32.99,0.030800568689187367,12.961,0.0,0.32011002,0.10268,Industrials
BAH,56.2,71.2,41.3,🟢 Oversold Floor,Confirmed (Previous),75.65,0.08939498598036581,10.558,2.88,0.09964,0.09193,Industrials
OTIS,56.2,44.2,68.3,🟢🟢 Deep Floor,Confirmed (Previous),71.13,0.05507969798031769,13.031,3.04,0.15133001,0.14249,Industrials
LDOS,55.8,67.3,44.2,⚪ Standard (< 0),Live (Unfinished),129.24,0.0706980905376712,9.278,2.45,0.11715999,0.089099996,Technology
RMD,55.8,20.2,91.3,⚪ Standard (< 0),Confirmed (Previous),240.1,0.02837843902324927,15.485,0.0,0.30857,0.14002,Healthcare
META,55.3,14.4,96.2,⚪ Standard (< 0),Live (Unfinished),670.24,0.012623353751211834,15.772,0.2,0.34827,0.14591,Communication Services
DOCS,54.8,30.8,78.8,⚪ Standard (< 0),Confirmed (Previous),26.71,0.052103546661431514,18.821,0.0,0.21539,0.10949001,Healthcare
TAP,53.8,89.4,18.3,🟢 Oversold Floor,Confirmed (Previous),39.76,0.12771532412256567,5.919,2.56,0.11297,0.03793,Consumer Defensive
JKHY,53.4,25.0,81.7,⚪ Standard (< 0),Confirmed (Previous),167.3,0.032606517426366985,15.477,0.09,0.22503,0.12989001,Technology
OLED,52.0,33.7,70.2,🟢🟢 Deep Floor,Confirmed (Previous),83.17,0.031236307510155503,12.156,0.0,0.35257998,0.06767,Technology
UHS,51.0,63.5,38.5,⚪ Standard (< 0),Confirmed (Previous),170.13,0.04780971512293003,5.811,1.9,0.1114,0.08321,Healthcare
MZTI,49.5,51.9,47.1,🟢🟢 Deep Floor,Confirmed (Previous),111.58,0.04801182981965489,9.811,0.75,0.10899,0.10298,Consumer Defensive
SAP,47.6,15.4,79.8,⚪ Standard (< 0),Confirmed (Previous),220.89,0.03651920338243542,298.029,0.0,0.2762,0.0954,Technology
