Ticker,Composite_Grade,Valuation_Rank,Quality_Rank,Floor Tier,Status,Close Price,FCF_Yield,EV_EBITDA,NetDebt_EBITDA,Op_Margin,ROA,Sector
EXE,80.9,84.2,77.6,🟢 Strong Green (< -60),Live Strong Dot (Today),88.62,0.07146907371120956,3.509,0.46,0.26323998,0.08486,Energy
YOU,76.9,67.1,86.8,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),38.9,0.07993695303948488,11.491,0.0,0.29865,0.11396,Technology
LRN,76.3,77.6,75.0,🟢 Strong Green (< -60),Live Strong Dot (Today),80.04,0.067599731067047,5.649,0.0,0.15981,0.11914,Consumer Defensive
EQT,74.4,85.5,63.2,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),51.06,0.0758472743349124,5.946,0.79,0.23372999,0.06629,Energy
RDN,72.4,81.6,63.2,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),34.54,0.06957592765240107,5.614,0.7,0.31627,0.0529,Financial Services
OC,70.4,85.5,55.3,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),122.88,0.09111623517640871,7.777,2.82,0.17816,0.05787,Industrials
SNA,65.8,48.7,82.9,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),370.25,0.05833023459866509,13.219,0.0,0.25397,0.09849,Industrials
DORM,65.8,51.3,80.3,🟢 Strong Green (< -60),Live Strong Dot (Today),122.6,0.039576585584736784,9.592,0.94,0.23629,0.0917,Consumer Cyclical
INGR,65.4,82.9,48.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),96.82,0.07514326011687147,5.993,0.72,0.12595001,0.07334,Consumer Defensive
CNI,64.4,51.3,77.6,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),119.49,0.04177729048047086,10.375,2.45,0.40269002,0.07722,Industrials
AXTA,63.8,75.0,52.6,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),32.43,0.07813988814625748,9.471,2.46,0.15156001,0.06121,Basic Materials
DBD,62.5,90.8,34.2,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),63.04,0.14713105643346772,6.439,1.82,0.082720004,0.05817,Technology
LOW,61.8,48.7,75.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),191.36,0.043642937256682404,11.361,3.05,0.13365,0.12519,Consumer Cyclical
WINA,61.2,22.4,100.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),291.26,0.03132964185737817,19.913,0.67,0.62101,0.78069997,Consumer Cyclical
CCK,60.2,73.7,46.7,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),109.73,0.07427592508615069,8.264,2.66,0.12595001,0.070989996,Consumer Cyclical
PEP,59.2,47.4,71.1,🟢 Strong Green (< -60),Live Strong Dot (Today),128.15,0.044740047996229264,11.523,2.25,0.16836001,0.08931,Consumer Defensive
SIGI,57.9,88.2,27.6,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),86.33,0.26537341774625595,8.143,0.73,0.12693,0.02832,Financial Services
R,57.2,89.5,25.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),238.0,0.1047801150928602,6.214,2.96,0.08455,0.03893,Industrials
ROL,54.6,25.0,84.2,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),32.49,0.03430256889104764,18.072,1.16,0.18799,0.14061,Consumer Cyclical
HD,51.3,32.9,69.7,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),296.72,0.036920900064916634,14.306,2.48,0.12858,0.121379994,Consumer Cyclical
