Ticker,Composite_Grade,Valuation_Rank,Quality_Rank,Floor Tier,Status,Close Price,FCF_Yield,EV_EBITDA,NetDebt_EBITDA,Op_Margin,ROA,Sector
NMIH,85.4,87.2,83.7,🟢 Strong Green (< -60),Live Strong Dot (Today),42.11,0.1041344612407143,6.301,0.49,0.76672995,0.08816,Financial Services
GPOR,79.6,66.3,93.0,🟢 Strong Green (< -60),Live Strong Dot (Today),160.45,0.03595270471092577,3.716,0.91,0.49495,0.14116,Energy
EXE,78.4,86.0,70.9,🟢 Strong Green (< -60),Live Strong Dot (Today),87.29,0.07264956690371341,3.454,0.46,0.26323998,0.08486,Energy
LRN,75.0,80.2,69.8,🟢 Strong Green (< -60),Live Strong Dot (Today),79.54,0.06782003489725238,5.527,0.0,0.15981,0.11914,Consumer Defensive
YOU,73.8,66.3,81.4,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),38.9,0.08050077174782413,11.622,0.0,0.29865,0.11396,Technology
EQT,71.5,84.9,58.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),51.06,0.07676484037867852,5.873,0.79,0.23372999,0.06629,Energy
RDN,68.6,80.2,57.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),34.54,0.06812367657015564,5.761,0.7,0.31627,0.0529,Financial Services
OC,66.2,83.7,48.8,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),122.88,0.09124472449152292,7.865,2.82,0.17816,0.05787,Industrials
DORM,64.6,54.7,74.4,🟢 Strong Green (< -60),Live Strong Dot (Today),120.47,0.040237985858873754,9.508,0.94,0.23629,0.0917,Consumer Cyclical
SNA,64.0,50.0,77.9,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),370.25,0.0582352137000759,13.312,0.0,0.25397,0.09849,Industrials
INGR,62.5,82.6,42.4,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),96.82,0.07519812348736071,6.011,0.72,0.12595001,0.07334,Consumer Defensive
CL,62.2,40.7,83.7,🟢 Strong Green (< -60),Live Strong Dot (Today),86.15,0.0502932974678877,15.098,1.29,0.20966,0.15838,Consumer Defensive
CNI,61.6,52.3,70.9,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),119.49,0.04150043696990019,10.347,2.45,0.40269002,0.07722,Industrials
OTIS,61.6,50.0,73.3,🟢 Strong Green (< -60),Live Strong Dot (Today),67.04,0.056224712991324095,13.005,3.04,0.15133001,0.14249,Industrials
AXTA,60.4,74.4,46.5,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),32.43,0.07827332787498267,9.507,2.46,0.15156001,0.06121,Basic Materials
